song,date,artist,this_week,last_week,peak_position,weeks_on_chart,mbid,danceability,genre,gender,mood,instrumental,bpm,key,loudness,mood_happy
Daddy's Little Man,1969-09-20,O.C. Smith,34,41.0,34,4,0b7a0df3-8da1-4f2d-b7db-b30ca414456b,not_danceable,cla,female,not_aggressive,voice,163.755203247,F,0.152003630996,happy
What's The Use Of Breaking Up,1969-09-20,Jerry Butler,35,38.0,35,4,cc8a9798-9f48-4af7-8ac4-44cb648b3949,not_danceable,pop,male,not_aggressive,voice,136.712936401,C,0.78078109026,happy
Suspicious Minds,1969-09-20,Elvis Presley,36,77.0,36,2,5833a69f-5a2e-42b9-a403-b3471b3e3904,not_danceable,pop,male,not_aggressive,voice,143.58744812,C,0.875346660614,not_happy
Sugar On Sunday,1969-09-20,The Clique,37,44.0,37,4,f3913969-ebac-4d4d-be97-5b5920150ed7,danceable,rhy,female,not_aggressive,voice,102.392303467,C,0.853379428387,not_happy
Birthday,1969-09-20,Underground Sunshine,38,34.0,26,10,48659b9c-2128-483b-a133-f5bbfd342037,danceable,pop,female,not_aggressive,voice,136.342575073,G#,0.84106439352,happy
Commotion,1969-09-20,Creedence Clearwater Revival,39,30.0,30,8,f8ba76e6-2d77-4aaa-a3e7-0d5cbcfe3caf,,,,,,,,,
I'm A Better Man,1969-09-20,Engelbert Humperdinck,45,49.0,45,5,06e75a6a-5f48-4c29-a11b-2c1acf778e96,danceable,pop,female,not_aggressive,voice,88.8488082886,F,0.788865327835,happy
"You, I",1969-09-20,The Rugbys,46,46.0,46,5,59e5d9d1-79af-408c-8435-72ac9cf985a7,not_danceable,rhy,male,not_aggressive,voice,162.990264893,C,0.52395516634,happy
In A Moment,1969-09-20,The Intrigues,47,50.0,47,8,f2b25797-a7f5-4a83-b5f2-87632b03f01b,danceable,rhy,male,not_aggressive,voice,129.443054199,E,0.893278777599,happy
Going In Circles,1969-09-20,The Friends Of Distinction,48,55.0,48,6,6f9b65ab-51ca-43bf-bb1e-29b0566c29ec,,,,,,,,,
Give Peace A Chance,1969-09-20,Plastic Ono Band,49,29.0,14,9,10f616bc-39c1-434c-9f79-455a430b1aed,,,,,,,,,
Here I Go Again,1969-09-20,Smokey Robinson & The Miracles,50,53.0,50,5,f3c72b22-738f-477b-81ef-eb12c9da9c65,,,,,,,,,
You Got Yours And I'll Get Mine,1969-09-20,The Delfonics,51,51.0,51,6,f443abf4-6c8e-433b-92fd-fee530bcbcb1,,,,,,,,,
No One For Me To Turn To,1969-09-20,Spiral Starecase,52,68.0,52,4,5d3690c4-c0cf-4576-b2b1-44b91a546c20,,,,,,,,,
Muddy Mississippi Line,1969-09-20,Bobby Goldsboro,53,58.0,53,6,88e1b387-c50e-40c8-9c9c-ec161853c520,not_danceable,roc,male,not_aggressive,voice,137.069946289,B,0.854716181755,happy
"Out Of Sight, Out Of Mind",1969-09-20,Little Anthony And The Imperials,54,52.0,52,9,5ccbe1e5-5f11-41bb-91e3-34e30683b494,not_danceable,rhy,male,not_aggressive,voice,131.875183105,G#,0.457678347826,happy
I Could Never Be President,1969-09-20,Johnnie Taylor,55,48.0,48,7,12e97f89-80a4-4b21-b182-251fa4d2c7be,,,,,,,,,
World (Part 1),1969-09-20,James Brown,58,70.0,58,2,7e4b9a84-2dc7-411b-9db9-5db31c7824b6,not_danceable,cla,male,not_aggressive,instrumental,184.570358276,C#,0.860378265381,happy
Sad Girl,1969-09-20,The Intruders,59,59.0,59,4,6cbe6e6e-bd68-4053-bd50-0192ab7bb5f1,,,,,,,,,
The Train,1969-09-20,1910 Fruitgum Co.,64,64.0,64,5,07ae3768-03c0-47ca-9fe8-d678c5f8c60b,,,,,,,,,
I Do,1969-09-20,The Moments,66,62.0,62,6,92c8a849-b224-40f8-be73-32672d48e428,,,,,,,,,
Lodi,1969-09-20,Al Wilson,67,67.0,67,5,7d23400a-6656-4e73-8d30-2d9e9d6947ca,,,,,,,,,
Tracy,1969-09-20,The Cuff Links,68,89.0,68,2,03e3c737-ee50-48d8-b6eb-821e1f1e588c,,,,,,,,,
Maybe The Rain Will Fall,1969-09-20,The Cascades,69,61.0,61,6,3d8a5bd8-5bb6-49a1-bbba-cc91f0ada92b,,,,,,,,,
Make Believe,1969-09-20,Wind,70,81.0,70,3,9a28e95d-7b00-4ea9-9432-d3e9599a5625,not_danceable,rhy,male,not_aggressive,instrumental,113.204627991,A,0.6663184762,happy
Jack And Jill,1969-09-20,Tommy Roe,71,,54,8,cc7b8051-adce-4097-904a-cc305a8ac637,,,,,,,,,
Jealous Kind Of Fella,1969-09-20,Garland Green,72,78.0,72,2,ea13728e-4606-4c37-9cce-8595ba4a9237,,,,,,,,,
I Want You To Know,1969-09-20,The New Colony Six,73,74.0,73,4,591dff4d-c05c-49a6-ad9d-b8ce29fa908f,not_danceable,jaz,male,not_aggressive,voice,107.463829041,F,0.617459595203,happy
Armstrong,1969-09-20,John Stewart,74,75.0,74,3,103f1ad8-58ef-473b-91b4-266551c16a22,,,,,,,,,
Something In The Air,1969-09-20,Thunderclap Newman,75,80.0,75,3,fbef6f50-7907-4ecb-b7c5-4db55e690c04,,,,,,,,,
Runnin' Blue,1969-09-20,The Doors,76,85.0,76,3,519ebd55-f0a7-4657-92bc-c29d25be842d,,,,,,,,,
Rain,1969-09-20,Jose Feliciano,77,76.0,76,5,8009959e-dbdd-43ae-b1a4-f26836e4b23b,,,,,,,,,
Can't Find The Time,1969-09-20,Orpheus,84,84.0,84,5,07a208e8-7f9f-4a3b-90fe-e53e04a33095,not_danceable,roc,male,not_aggressive,voice,97.7449874878,G,0.96400219202,happy
Love's Been Good To Me,1969-09-20,Frank Sinatra,85,98.0,85,2,415e58f7-461d-48c6-a0c1-db0c5a774a34,,,,,,,,,
Chains Of Love,1969-09-20,Bobby Bland,86,88.0,86,2,321a3d09-fe69-48bc-88b5-eac7047bdb12,,,,,,,,,
Life And Death In G & A,1969-09-20,Abaco Dream,87,87.0,87,3,24c6ee24-cd8a-4ff9-b352-ccd2af2a38fd,not_danceable,rhy,female,not_aggressive,voice,114.933547974,D,0.727296471596,happy
Moonlight Sonata,1969-09-20,Henry Mancini And His Orchestra,88,91.0,88,3,284c5814-fa36-4dc7-8ee5-d76a04410d76,,,,,,,,,
Let A Woman Be A Woman - Let A Man Be A Man,1969-09-20,Dyke And The Blazers,89,,89,1,9d853171-d1c6-431f-b039-13a27fec73a1,danceable,rhy,male,not_aggressive,instrumental,120.99596405,D#,0.844485104084,not_happy
You've Lost That Lovin' Feeling,1969-09-20,Dionne Warwick,90,,90,1,80e57043-6211-4608-91ff-2fba33463fa0,not_danceable,pop,female,not_aggressive,voice,92.4895172119,A#,0.666177868843,not_happy
All I Have To Offer You (Is Me),1969-09-20,Charley Pride,91,94.0,91,5,4934140d-b850-4e53-be06-1892194743b9,,,,,,,,,
Don't Forget To Remember,1969-09-20,Bee Gees,92,,92,1,58af9e1f-9333-4a23-aca5-9922ce1fb804,,,,,,,,,
My Balloon's Going Up,1969-09-20,Archie Bell & The Drells,93,96.0,93,2,5db4a168-8fbb-4b78-a682-4715c40a306f,,,,,,,,,
Jesus Is A Soul Man,1969-09-20,Lawrence Reynolds,94,,94,1,1845c13a-9b92-4a1a-96fd-c5abe685230a,not_danceable,rhy,male,not_aggressive,voice,94.9946212769,G,0.753964543343,not_happy
Goodbye Columbus,1969-09-20,The Association,95,,80,9,94f6e612-a2fa-41d7-958c-3b177dba132e,,,,,,,,,
Kool And The Gang,1969-09-20,Kool & The Gang,96,100.0,96,2,82f45f88-379a-487b-a9b5-801735628905,,,,,,,,,
"Since I Met You, Baby",1969-09-20,Sonny James,97,,97,1,ed7abb2a-4112-4cb2-954c-3c89d8d70cbc,,,,,,,,,
Drummer Man,1969-09-20,Nancy Sinatra,98,,98,1,667a7428-c5d4-4481-ae44-5792a117b206,danceable,rhy,female,not_aggressive,instrumental,178.205413818,G,0.914182722569,not_happy
Honky Tonk Women,1969-09-27,The Rolling Stones,3,2.0,1,11,60a3a461-f610-4e57-bca8-ecf0413365d8,,,,,,,,,
Easy To Be Hard,1969-09-27,Three Dog Night,4,5.0,4,8,c63e79df-ba55-4548-b5a9-c4e046232821,,,,,,,,,
Little Woman,1969-09-27,Bobby Sherman,5,9.0,5,6,9fb5425f-7d3f-49f2-907e-7a7c30261117,not_danceable,pop,male,not_aggressive,voice,94.3703384399,D,0.894523143768,happy
I Can't Get Next To You,1969-09-27,The Temptations,6,10.0,6,7,cb51772d-5b2b-4eec-aaf5-febb97de9c25,,,,,,,,,
Jean,1969-09-27,Oliver,7,8.0,7,7,69fce992-f969-4714-b2fb-b0c4ca239b10,not_danceable,jaz,female,not_aggressive,voice,97.2446899414,D#,0.181398928165,not_happy
I'll Never Fall In Love Again,1969-09-27,Tom Jones,8,6.0,6,17,73f317ce-bb4f-4a15-9fad-61eb069b6dd2,,,,,,,,,
Hot Fun In The Summertime,1969-09-27,Sly & The Family Stone,9,21.0,9,8,a9969ce5-e51f-4a42-a947-74f8dde136df,,,,,,,,,
"Oh, What A Night",1969-09-27,The Dells,10,11.0,10,7,59b8cf99-e470-43db-9bf8-062194ee726f,,,,,,,,,
A Boy Named Sue,1969-09-27,Johnny Cash,11,4.0,2,10,3ac0d8b4-0ffc-4330-af1a-d54d5cf779e2,,,,,,,,,
This Girl Is A Woman Now,1969-09-27,Gary Puckett And The Union Gap,12,14.0,12,6,35b9d136-6434-4beb-9d10-cbea827d1070,,,,,,,,,
Get Together,1969-09-27,The Youngbloods,13,7.0,5,22,02485f30-3046-44e5-b463-6adb24e0bd9b,not_danceable,jaz,female,not_aggressive,instrumental,103.481796265,F,0.6017344594,not_happy
Hurt So Bad,1969-09-27,The Lettermen,14,12.0,12,18,04eaf287-8a11-4918-9fde-5e85fe942b50,danceable,pop,male,not_aggressive,voice,102.317749023,D,0.81376093626,not_happy
That's The Way Love Is,1969-09-27,Marvin Gaye,15,28.0,15,6,3242fb15-0bbf-4e62-8a3b-2b45118905e5,danceable,jaz,male,aggressive,voice,110.547637939,D#,0.616087019444,not_happy
Keem-O-Sabe,1969-09-27,The Electric Indian,16,22.0,16,9,e99c1c61-87a5-4878-8eaf-ccffb710ce3e,,,,,,,,,
Everybody's Talkin',1969-09-27,Nilsson,17,18.0,17,7,7456fcbb-09c4-473b-b5b0-53cfe5bed22c,,,,,,,,,
What Kind Of Fool Do You Think I Am,1969-09-27,Bill Deal & The Rhondels,23,23.0,23,7,1b19f728-9669-429c-a14e-2d94bc96c4bc,danceable,roc,male,aggressive,voice,138.275024414,D#,0.947941422462,happy
Put A Little Love In Your Heart,1969-09-27,Jackie DeShannon,24,19.0,4,14,ce672b84-9143-40e4-a561-33bb959bf386,not_danceable,jaz,female,not_aggressive,instrumental,101.440299988,D,0.91325366497,not_happy
I'd Wait A Million Years,1969-09-27,The Grass Roots,25,15.0,15,13,336cf8a3-18b1-4906-8c9d-202fe8e5c35b,,,,,,,,,
I'm Gonna Make You Mine,1969-09-27,Lou Christie,26,27.0,26,6,9384a525-d242-4c73-af04-31fbd072b99a,not_danceable,roc,male,not_aggressive,voice,125.706489563,E,0.960180461407,happy
Sweet Caroline (Good Times Never Seemed So Good),1969-09-27,Neil Diamond,27,17.0,4,14,6995dd87-d99c-4703-916f-58a6beeb4b0a,,,,,,,,,
Soul Deep,1969-09-27,The Box Tops,28,25.0,18,13,ac328aaa-ba36-4b10-a7c2-8a48ff709ca4,not_danceable,roc,male,not_aggressive,voice,121.352264404,A,0.897830843925,happy
Share Your Love With Me,1969-09-27,Aretha Franklin,29,13.0,13,9,46e9da61-5b15-47a1-8124-33378a5bc05b,not_danceable,rhy,female,not_aggressive,voice,108.916343689,F,0.192482128739,happy
"You, I",1969-09-27,The Rugbys,30,46.0,30,6,59e5d9d1-79af-408c-8435-72ac9cf985a7,not_danceable,rhy,male,not_aggressive,voice,162.990264893,C,0.52395516634,happy
Move Over,1969-09-27,Steppenwolf,31,31.0,31,7,4936259d-fca9-40d0-8baa-e2691d7ff0db,,,,,,,,,
Carry Me Back,1969-09-27,The Rascals,32,32.0,32,4,3472ebf7-269b-4cc0-8671-88e085a94560,,,,,,,,,
Sugar On Sunday,1969-09-27,The Clique,33,37.0,33,5,f3913969-ebac-4d4d-be97-5b5920150ed7,danceable,rhy,female,not_aggressive,voice,102.392303467,C,0.853379428387,not_happy
Daddy's Little Man,1969-09-27,O.C. Smith,34,34.0,34,5,27ea47f1-63b1-43dd-92de-6a54b43c7f20,not_danceable,jaz,male,not_aggressive,voice,163.250320435,F,0.478694468737,not_happy
The Nitty Gritty,1969-09-27,Gladys Knight And The Pips,35,30.0,19,11,308101e2-e212-43db-a462-c9a96b87cad7,not_danceable,pop,female,not_aggressive,voice,108.796134949,C#,0.692357718945,happy
Did You See Her Eyes,1969-09-27,The Illusion,36,33.0,32,13,84f1d137-1a47-4938-bcc6-7b311163b246,,,,,,,,,
World (Part 1),1969-09-27,James Brown,37,58.0,37,3,7e4b9a84-2dc7-411b-9db9-5db31c7824b6,not_danceable,cla,male,not_aggressive,instrumental,184.570358276,C#,0.860378265381,happy
Here I Go Again,1969-09-27,Smokey Robinson & The Miracles,43,50.0,43,6,f3c72b22-738f-477b-81ef-eb12c9da9c65,,,,,,,,,
You Got Yours And I'll Get Mine,1969-09-27,The Delfonics,45,51.0,45,7,f443abf4-6c8e-433b-92fd-fee530bcbcb1,,,,,,,,,
Nobody But You Babe,1969-09-27,Clarence Reid,46,40.0,40,9,1c3d325f-125c-44db-8b91-d77d6e7ef04a,danceable,rhy,male,not_aggressive,voice,95.7415771484,F,0.770598232746,happy
Lowdown Popcorn,1969-09-27,James Brown,47,41.0,41,6,174fe919-9418-429a-aad7-d02a926689ca,,,,,,,,,
Tracy,1969-09-27,The Cuff Links,49,68.0,49,3,8ca8f24f-cd14-4a80-9d61-2b37f1a8adc1,,,,,,,,,
Baby It's You,1969-09-27,Smith,50,62.0,50,4,fd01c42a-6e22-4709-ac79-6bcc73439d42,not_danceable,pop,female,not_aggressive,voice,96.3446731567,E,0.879413723946,happy
No One For Me To Turn To,1969-09-27,Spiral Starecase,52,52.0,52,5,5d3690c4-c0cf-4576-b2b1-44b91a546c20,,,,,,,,,
Muddy Mississippi Line,1969-09-27,Bobby Goldsboro,53,53.0,53,7,88e1b387-c50e-40c8-9c9c-ec161853c520,not_danceable,roc,male,not_aggressive,voice,137.069946289,B,0.854716181755,happy
Make Believe,1969-09-27,Wind,54,70.0,54,4,9a28e95d-7b00-4ea9-9432-d3e9599a5625,not_danceable,rhy,male,not_aggressive,instrumental,113.204627991,A,0.6663184762,happy
Máh-Ná-Mah-Ná,1969-09-27,Piero Umiliani,56,63.0,56,4,c771831d-9170-4ded-a202-a1e8a5dc5298,,,,,,,,,
You've Lost That Lovin' Feeling,1969-09-27,Dionne Warwick,57,90.0,57,2,80e57043-6211-4608-91ff-2fba33463fa0,not_danceable,pop,female,not_aggressive,voice,92.4895172119,A#,0.666177868843,not_happy
Sad Girl,1969-09-27,The Intruders,61,59.0,59,5,6cbe6e6e-bd68-4053-bd50-0192ab7bb5f1,,,,,,,,,
Something In The Air,1969-09-27,Thunderclap Newman,62,75.0,62,4,fbef6f50-7907-4ecb-b7c5-4db55e690c04,,,,,,,,,
Walk On By,1969-09-27,Isaac Hayes,63,83.0,63,5,0c70af35-b519-4cf4-85b7-7cfb6fd501e7,,,,,,,,,
Jack And Jill,1969-09-27,Tommy Roe,64,71.0,54,9,cc7b8051-adce-4097-904a-cc305a8ac637,,,,,,,,,
I Want You To Know,1969-09-27,The New Colony Six,65,73.0,65,5,591dff4d-c05c-49a6-ad9d-b8ce29fa908f,not_danceable,jaz,male,not_aggressive,voice,107.463829041,F,0.617459595203,happy
Let A Woman Be A Woman - Let A Man Be A Man,1969-09-27,Dyke And The Blazers,66,89.0,66,2,9d853171-d1c6-431f-b039-13a27fec73a1,danceable,rhy,male,not_aggressive,instrumental,120.99596405,D#,0.844485104084,not_happy
Wedding Bell Blues,1969-09-27,The 5th Dimension,67,,67,1,57576c02-9179-4fb3-a4aa-b3107d09596b,,,,,,,,,
Lodi,1969-09-27,Al Wilson,68,67.0,67,6,7d23400a-6656-4e73-8d30-2d9e9d6947ca,,,,,,,,,
The Train,1969-09-27,1910 Fruitgum Co.,69,64.0,64,6,07ae3768-03c0-47ca-9fe8-d678c5f8c60b,,,,,,,,,
Jesus Is A Soul Man,1969-09-27,Lawrence Reynolds,70,94.0,70,2,b920a1c2-6826-4b51-8c6e-7aca133c016e,,,,,,,,,
Runnin' Blue,1969-09-27,The Doors,71,76.0,71,4,2a0c3760-7ea8-45d4-aee2-95f3fedaa85a,,,,,,,,,
Any Way That You Want Me,1969-09-27,Evie Sands,72,80.0,72,7,5ae1ffe3-b1d2-4419-8ca2-4edba59d5cd9,,,,,,,,,
Don't Forget To Remember,1969-09-27,Bee Gees,73,92.0,73,2,92b4b548-2184-48eb-85de-f728975ebf01,,,,,,,,,
Life And Death In G & A,1969-09-27,Abaco Dream,74,87.0,74,4,24c6ee24-cd8a-4ff9-b352-ccd2af2a38fd,not_danceable,rhy,female,not_aggressive,voice,114.933547974,D,0.727296471596,happy
Love's Been Good To Me,1969-09-27,Frank Sinatra,75,85.0,75,3,415e58f7-461d-48c6-a0c1-db0c5a774a34,,,,,,,,,
Son Of A Lovin' Man,1969-09-27,Buchanan Brothers,80,81.0,80,2,7650b744-ae36-4d99-be46-e54ed16c4c51,,,,,,,,,
Chains Of Love,1969-09-27,Bobby Bland,81,86.0,81,3,321a3d09-fe69-48bc-88b5-eac7047bdb12,,,,,,,,,
So Good Together,1969-09-27,Andy Kim,82,,82,1,91cafd49-10d4-4d39-a9f3-b81cedbf99cc,,,,,,,,,
Can't Find The Time,1969-09-27,Orpheus,83,84.0,83,6,33d7fa97-a893-4911-8fb8-b2b0ba9c4676,,,,,,,,,
San Francisco Is A Lonely Town,1969-09-27,Joe Simon,84,,84,1,403d74fd-5920-4b89-978e-9647ec97539a,,,,,,,,,
Echo Park,1969-09-27,Keith Barbour,85,,85,1,28c59a62-1212-4924-9380-dc04ecd00615,,,,,,,,,
"Baby, I'm For Real",1969-09-27,The Originals,86,,86,1,5d45e337-3372-4b88-99eb-ea0d648dfa37,,,,,,,,,
Moonlight Sonata,1969-09-27,Henry Mancini And His Orchestra,87,88.0,87,4,284c5814-fa36-4dc7-8ee5-d76a04410d76,,,,,,,,,
My Balloon's Going Up,1969-09-27,Archie Bell & The Drells,88,93.0,88,3,5db4a168-8fbb-4b78-a682-4715c40a306f,,,,,,,,,
Slum Baby,1969-09-27,Booker T. & The MG's,89,,89,3,11dd8865-c4a8-4597-8b8b-78f799be971d,not_danceable,jaz,female,not_aggressive,instrumental,118.219734192,A,0.916234850883,not_happy
"Since I Met You, Baby",1969-09-27,Sonny James,90,97.0,90,2,ed7abb2a-4112-4cb2-954c-3c89d8d70cbc,,,,,,,,,
Time Machine,1969-09-27,Grand Funk Railroad,91,,91,1,d8d20870-93ec-432e-9a8f-0cc8e06421b2,not_danceable,roc,male,not_aggressive,voice,112.251335144,A,0.959711492062,not_happy
Was It Good To You,1969-09-27,The Isley Brothers,93,,93,1,b55eaa3f-f31a-4aba-8247-6c43882b3e8e,danceable,roc,male,aggressive,voice,92.4829711914,G#,0.95969080925,not_happy
Goodbye Columbus,1969-09-27,The Association,94,95.0,80,10,f8d40991-57a4-419a-bc4a-f979f6ff4e6f,,,,,,,,,
Good Clean Fun,1969-09-27,The Monkees,99,100.0,99,2,fd351a40-09cd-41cc-ae45-866a1f2f809e,not_danceable,pop,male,not_aggressive,voice,110.613624573,A,0.963370621204,happy
Reuben James,1969-09-27,Kenny Rogers & The First Edition,100,,100,1,75ad1605-a080-49c1-8aa0-0944059fa70f,,,,,,,,,
"Sugar, Sugar",1969-10-04,The Archies,1,1.0,1,11,fdb7cc59-2104-4faa-9b4c-7d45ffa5087b,,,,,,,,,
Jean,1969-10-04,Oliver,2,7.0,2,8,a2951b49-bc0d-41e7-9b69-4496b2d58b7d,not_danceable,cla,female,not_aggressive,voice,90.756362915,D#,0.440031886101,not_happy
Little Woman,1969-10-04,Bobby Sherman,3,5.0,3,7,9fb5425f-7d3f-49f2-907e-7a7c30261117,not_danceable,pop,male,not_aggressive,voice,94.3703384399,D,0.894523143768,happy
Easy To Be Hard,1969-10-04,Three Dog Night,4,4.0,4,9,cc862267-0fca-4f24-bb61-cac54e8a312f,,,,,,,,,
I Can't Get Next To You,1969-10-04,The Temptations,5,6.0,5,8,cb51772d-5b2b-4eec-aaf5-febb97de9c25,,,,,,,,,
Honky Tonk Women,1969-10-04,The Rolling Stones,6,3.0,1,12,be43f239-13e8-4155-918d-c5db87def62a,,,,,,,,,
Green River,1969-10-04,Creedence Clearwater Revival,7,2.0,2,10,78184909-758d-49f5-a4f8-70839a7b8872,,,,,,,,,
Everybody's Talkin',1969-10-04,Nilsson,8,17.0,8,8,bb328cad-ff2f-4745-bfae-62af65e8d6f5,,,,,,,,,
Hot Fun In The Summertime,1969-10-04,Sly & The Family Stone,9,9.0,9,9,2d40c6a1-5055-44b3-be3f-089ccec4a52d,,,,,,,,,
"Oh, What A Night",1969-10-04,The Dells,10,10.0,10,8,cc9cb931-245f-4cee-b484-d89945d2e966,,,,,,,,,
This Girl Is A Woman Now,1969-10-04,Gary Puckett And The Union Gap,11,12.0,11,7,404e08fb-8479-40fc-90b3-18dcf7873da9,,,,,,,,,
I'll Never Fall In Love Again,1969-10-04,Tom Jones,12,8.0,6,18,f313dd05-237b-4544-a664-de87a719e605,not_danceable,rhy,female,not_aggressive,voice,147.800964355,E,0.772511422634,happy
Get Together,1969-10-04,The Youngbloods,13,13.0,5,23,6f65aee5-53a9-422e-8fc5-11c5526f4018,,,,,,,,,
When I Die,1969-10-04,Motherlode,19,21.0,19,9,10fba9eb-c52b-41f3-807b-2d1de164fc3d,not_danceable,hip,female,not_aggressive,instrumental,97.3182373047,F,0.844599425793,not_happy
I'm Gonna Make You Mine,1969-10-04,Lou Christie,20,26.0,20,7,b970b616-14cf-489a-929a-52b7967e9619,,,,,,,,,
Lay Lady Lay,1969-10-04,Bob Dylan,21,20.0,7,13,bdd23fd5-98b9-453b-9748-80a2f4c6e50b,,,,,,,,,
What's The Use Of Breaking Up,1969-10-04,Jerry Butler,22,22.0,22,6,cc8a9798-9f48-4af7-8ac4-44cb648b3949,not_danceable,pop,male,not_aggressive,voice,136.712936401,C,0.78078109026,happy
Your Good Thing (Is About To End),1969-10-04,Lou Rawls,23,18.0,18,12,6b45889b-4d29-4d66-8cb9-e57ba2938ac2,not_danceable,jaz,male,not_aggressive,voice,96.2953872681,D#,0.321485102177,not_happy
Baby It's You,1969-10-04,Smith,24,50.0,24,5,fd01c42a-6e22-4709-ac79-6bcc73439d42,not_danceable,pop,female,not_aggressive,voice,96.3446731567,E,0.879413723946,happy
Sugar On Sunday,1969-10-04,The Clique,25,33.0,25,6,93671422-24d2-490c-b707-a5c0a63b4776,,,,,,,,,
I'd Wait A Million Years,1969-10-04,The Grass Roots,26,25.0,15,14,336cf8a3-18b1-4906-8c9d-202fe8e5c35b,,,,,,,,,
Carry Me Back,1969-10-04,The Rascals,27,32.0,27,5,5f95edfe-049f-4c76-b864-f4c6e4bf28cb,not_danceable,roc,male,not_aggressive,voice,135.448165894,G,0.812325060368,happy
"You, I",1969-10-04,The Rugbys,28,30.0,28,7,9cf94f63-e0be-439f-a5d7-40c2049a5dc1,not_danceable,rhy,male,not_aggressive,voice,162.940200806,C,0.577163338661,happy
Tracy,1969-10-04,The Cuff Links,29,49.0,29,4,916083f6-9412-4832-9c63-7ae49ca64097,danceable,jaz,male,not_aggressive,voice,130.218322754,D#,0.547964394093,happy
What Kind Of Fool Do You Think I Am,1969-10-04,Bill Deal & The Rhondels,30,23.0,23,8,1b19f728-9669-429c-a14e-2d94bc96c4bc,danceable,roc,male,aggressive,voice,138.275024414,D#,0.947941422462,happy
Share Your Love With Me,1969-10-04,Aretha Franklin,31,29.0,13,10,ee0538b6-4064-4d50-883f-bc46ea55188a,,,,,,,,,
Soul Deep,1969-10-04,The Box Tops,32,28.0,18,14,ac328aaa-ba36-4b10-a7c2-8a48ff709ca4,not_danceable,roc,male,not_aggressive,voice,121.352264404,A,0.897830843925,happy
In A Moment,1969-10-04,The Intrigues,33,41.0,33,10,187d18e9-74b4-4338-a835-a50c6f7902c0,danceable,pop,male,not_aggressive,voice,129.308456421,B,0.955773591995,happy
By The Time I Get To Phoenix,1969-10-04,Isaac Hayes,39,39.0,39,6,7193255f-3968-4831-b25c-41cf3f10027b,not_danceable,rhy,male,not_aggressive,voice,139.134674072,G#,0.0557270795107,not_happy
You Got Yours And I'll Get Mine,1969-10-04,The Delfonics,40,45.0,40,8,f443abf4-6c8e-433b-92fd-fee530bcbcb1,,,,,,,,,
Going In Circles,1969-10-04,The Friends Of Distinction,41,42.0,41,8,6f9b65ab-51ca-43bf-bb1e-29b0566c29ec,,,,,,,,,
Daddy's Little Man,1969-10-04,O.C. Smith,42,34.0,34,6,0b7a0df3-8da1-4f2d-b7db-b30ca414456b,not_danceable,cla,female,not_aggressive,voice,163.755203247,F,0.152003630996,happy
It's Getting Better,1969-10-04,Mama Cass,43,40.0,30,18,11f83b12-fdf8-4656-a768-26c970f087a0,,,,,,,,,
Jesus Is A Soul Man,1969-10-04,Lawrence Reynolds,45,70.0,45,3,b920a1c2-6826-4b51-8c6e-7aca133c016e,,,,,,,,,
Nobody But You Babe,1969-10-04,Clarence Reid,47,46.0,40,10,87426b08-4f28-4fd2-b8f9-34654714cb91,,,,,,,,,
Jealous Kind Of Fella,1969-10-04,Garland Green,48,60.0,48,4,ea13728e-4606-4c37-9cce-8595ba4a9237,,,,,,,,,
Walk On By,1969-10-04,Isaac Hayes,49,63.0,49,6,d447ca72-80e9-4520-b6a5-18a8691acf92,,,,,,,,,
Is That All There Is,1969-10-04,Peggy Lee,50,76.0,50,2,23d96601-0567-44d4-b59b-618ff37fe590,,,,,,,,,
You've Lost That Lovin' Feeling,1969-10-04,Dionne Warwick,53,57.0,53,3,b4fbe0d7-7ba8-4fcc-8c68-9dd0fa16221f,not_danceable,pop,female,not_aggressive,voice,93.0984191895,A#,0.796921491623,not_happy
Jack And Jill,1969-10-04,Tommy Roe,58,64.0,54,10,cc7b8051-adce-4097-904a-cc305a8ac637,,,,,,,,,
Sad Girl,1969-10-04,The Intruders,59,61.0,59,6,6cbe6e6e-bd68-4053-bd50-0192ab7bb5f1,,,,,,,,,
No One For Me To Turn To,1969-10-04,Spiral Starecase,60,52.0,52,6,5d3690c4-c0cf-4576-b2b1-44b91a546c20,,,,,,,,,
Son Of A Lovin' Man,1969-10-04,Buchanan Brothers,61,80.0,61,3,7650b744-ae36-4d99-be46-e54ed16c4c51,,,,,,,,,
Any Way That You Want Me,1969-10-04,Evie Sands,62,72.0,62,8,f8fd37be-5dc0-4b81-98fb-df2c10fdf08a,danceable,rhy,female,not_aggressive,voice,172.266082764,G,0.835213065147,not_happy
Muddy Mississippi Line,1969-10-04,Bobby Goldsboro,63,53.0,53,8,88e1b387-c50e-40c8-9c9c-ec161853c520,not_danceable,roc,male,not_aggressive,voice,137.069946289,B,0.854716181755,happy
Runnin' Blue,1969-10-04,The Doors,64,71.0,64,5,3ae8133e-1555-4427-b815-8f51accc65a6,danceable,pop,male,not_aggressive,voice,111.288970947,A,0.889096081257,happy
Let A Woman Be A Woman - Let A Man Be A Man,1969-10-04,Dyke And The Blazers,65,66.0,65,3,9d853171-d1c6-431f-b039-13a27fec73a1,danceable,rhy,male,not_aggressive,instrumental,120.99596405,D#,0.844485104084,not_happy
