song,date,artist,this_week,last_week,peak_position,weeks_on_chart,mbid
Valuable Pain,2019-01-26,YoungBoy Never Broke Again,90,87,87,2,00460a52-8abc-4ad8-bdf5-1ac43dccabe4
Blue Tacoma,2019-01-26,Russell Dickerson,91,79,52,18,f7ba6b6f-a162-403d-8ceb-764b26d312d1
Close Friends,2019-01-26,Lil Baby,92,89,28,14,5289ec9d-42ba-44ef-b5b6-40d2f0808efb
Ocean Eyes,2019-01-26,Billie Eilish,97,97,96,5,15dafb91-e02e-4feb-b183-f5b547cff2f6
Burn Out,2019-01-26,Midland,98,93,92,3,f3cc70b6-e05e-432d-9c4d-1f939e1c225f
Splashin,2019-01-26,Rich The Kid,99,,99,1,1512af1b-55e5-4f4a-9c10-542e900199c7
Make It Sweet,2019-01-26,Old Dominion,100,92,92,3,d7b4ebdb-7d8a-481a-99fd-36019d7c7ef1
7 Rings,2019-02-02,Ariana Grande,1,,1,1,7203c23a-5f31-4847-a50e-8a67bb26b43b
Without Me,2019-02-02,Halsey,2,1,1,16,888bb953-61ed-45e8-9c4f-33c3346dc16f
Sunflower (Spider-Man: Into The Spider-Verse),2019-02-02,Post Malone & Swae Lee,3,2,1,14,74ce027a-e5a1-47f4-8997-68d89febca3f
"Thank U, Next",2019-02-02,Ariana Grande,4,5,1,12,6dcc5517-9b5c-43f8-85f0-f25beb95a293
Sicko Mode,2019-02-02,Travis Scott,5,3,1,25,69913c93-47b1-4196-acc9-f492f6db35f5
High Hopes,2019-02-02,Panic! At The Disco,6,4,4,25,f3e9f6f4-130c-420f-b90e-aa1bad4263b5
Happier,2019-02-02,Marshmello & Bastille,7,6,3,23,623b7611-08d9-4115-acd6-69f734dd3f24
Wow.,2019-02-02,Post Malone,8,9,8,5,112ff70c-7e9a-46df-9235-e82939575ad0
Drip Too Hard,2019-02-02,Lil Baby & Gunna,10,8,4,19,f65108f7-c7ea-4c86-be42-fff229d8cbfb
Eastside,2019-02-02,"benny blanco, Halsey & Khalid",11,11,9,28,787087cb-cb94-442d-98dd-2eddc59f1f84
Mo Bamba,2019-02-02,Sheck Wes,16,14,6,22,25dfa760-3eed-4fdf-9f57-23c3d3a78f4e
Youngblood,2019-02-02,5 Seconds Of Summer,17,16,7,34,65a9d41d-9034-49d7-afa8-d7e227742898
Better Now,2019-02-02,Post Malone,20,15,3,39,f43c350b-0212-45fd-9d88-6590825a2c3b
Leave Me Alone,2019-02-02,Flipp Dinero,21,21,21,19,473f3033-87c5-49db-83df-b751cbb6108d
Breathin,2019-02-02,Ariana Grande,22,18,12,23,8d04d497-84b3-4a5b-85a1-46948e7f5f72
Better,2019-02-02,Khalid,23,22,22,19,5ef726de-68d8-4f74-806c-50d75d105bdb
Shallow,2019-02-02,Lady Gaga & Bradley Cooper,24,24,5,17,31efbe4d-0e4c-47a4-9a77-a7e5ad0588f4
Lucid Dreams,2019-02-02,Juice WRLD,25,23,2,37,f7f36033-0902-460f-8416-52b1e62f66ce
Middle Child,2019-02-02,J. Cole,26,,26,1,3f48a631-dea1-480d-9433-f3b97e63246a
Trip,2019-02-02,Ella Mai,30,29,11,25,834fd36c-8813-49fe-8a30-ac0f7cf498bb
Sweet But Psycho,2019-02-02,Ava Max,35,36,35,6,c1a2d915-98ea-46cd-950d-adb99b408826
Baby Shark,2019-02-02,Pinkfong,36,37,32,4,88383c15-26f1-464e-9d47-768dc62c4937
I Like It,2019-02-02,"Cardi B, Bad Bunny & J Balvin",37,30,1,42,93951877-d1ad-4ebd-a41a-3d818d237cca
Keanu Reeves,2019-02-02,Logic,38,,38,1,c405af0d-bec2-480c-95f6-d6d4373f0779
You Say,2019-02-02,Lauren Daigle,39,35,34,28,e8128e69-1c24-4e0f-8e31-6a4087299ba4
Backin' It Up,2019-02-02,Pardison Fontaine Featuring Cardi B,40,45,40,15,737b1774-76b5-428d-a7e8-e6d127f0a2d9
Dancing With A Stranger,2019-02-02,Sam Smith & Normani,41,33,33,2,aa243e48-c9f6-4753-8b42-b2342bb8988b
Beautiful Crazy,2019-02-02,Luke Combs,42,42,41,11,6d95ede5-1d26-43b4-b53a-56f2cbe0958b
Crushed Up,2019-02-02,Future,43,59,43,3,59e5b069-5736-445d-aec1-8bb8cb4e6b40
Look Back At It,2019-02-02,A Boogie Wit da Hoodie,44,40,40,7,cc101b68-19c4-4dd2-be11-e4c0438130d4
Envy Me,2019-02-02,Calboy,45,41,41,6,fe1d5d7a-0697-4a51-8f5e-1ea68b03dc4d
Sixteen,2019-02-02,Thomas Rhett,49,43,42,11,4ac01c59-c53e-433e-8908-ef536a0a97ec
Undecided,2019-02-02,Chris Brown,55,56,35,3,82147351-014c-4b3b-aca2-35130e6553ab
Jumpin On A Jet,2019-02-02,Future,57,80,57,2,f44e891e-cbfd-4b45-af25-b7a68d011a03
Good Girl,2019-02-02,Dustin Lynch,58,53,44,11,98a1da94-13d9-4bcc-a0bd-820f9598b584
Uproar,2019-02-02,Lil Wayne,59,49,7,17,630854cf-741a-4b68-bc9d-c648862b4180
Best Shot,2019-02-02,Jimmie Allen,60,48,37,19,1e933b5d-6956-4cb4-9973-03edc2f72356
Ella Quiere Beber,2019-02-02,Anuel AA & Romeo Santos,61,66,61,12,3d5c1a12-cd23-472d-96cb-7ca132f470c9
Calling My Spirit,2019-02-02,Kodak Black,62,55,46,8,4769e118-f401-4ccc-bf3c-daae7b83f370
Armed And Dangerous,2019-02-02,Juice WRLD,63,58,44,11,80cbf2b8-3a77-40c9-9f3f-95010bbb6ff3
Never Stop,2019-02-02,Future,65,,65,1,cdfd7786-55c6-4f74-bd84-b6fa2f9b073b
Thotiana,2019-02-02,Blueface,66,75,66,2,710f99d3-fa5d-4ab0-917d-374358e034c2
You,2019-02-02,Jacquees,67,61,58,9,38529de4-4b7d-4145-9047-3b2235e253b4
Secreto,2019-02-02,Anuel AA & Karol G,68,,68,1,78556904-b366-459c-9499-76aa2236ea73
Millionaire,2019-02-02,Chris Stapleton,73,71,67,7,f61c9210-1cbb-4a7a-8e4a-f0531fa0f662
Yosemite,2019-02-02,Travis Scott,74,70,25,14,1892f310-8713-47e5-b9a8-06f8d4021ca9
Saturday Nights,2019-02-02,Khalid & Kane Brown,75,57,57,3,51f36195-a888-4487-9a8e-9a03b7042625
Temptation,2019-02-02,Future,76,,76,1,394c3944-5c06-4f5f-9a73-a7312b92dcff
Ruin My Life,2019-02-02,Zara Larsson,77,77,76,4,78d36ccc-1757-4cbc-a52f-3976a05b8ce4
Take It From Me,2019-02-02,Jordan Davis,78,76,69,4,37b94577-62f8-4bab-8c60-6715fb9f9130
Rocket Ship,2019-02-02,Future,79,,79,1,80b0addf-37a9-45e7-8c1c-3907b53795f2
Pure Water,2019-02-02,Mustard & Migos,81,,81,1,775b2382-638a-4bf8-bc72-1e838cd16fd5
Lovely,2019-02-02,Billie Eilish & Khalid,82,64,64,13,1fc545d3-94b6-4a3d-bff3-bb8b861943d6
F&N,2019-02-02,Future,83,,83,1,e0ad172f-cf3c-4be9-a107-781acf3b649e
Down To The Honkytonk,2019-02-02,Jake Owen,84,78,75,4,59b69ea3-1632-4f7e-bec6-154e8fb556b7
Love Someone,2019-02-02,Lukas Graham,86,81,81,4,2cf83875-5a44-49a8-94ed-90585358eaab
When The Party's Over,2019-02-02,Billie Eilish,87,74,52,14,fe265667-ad88-4e84-baff-721a4aaa6f8f
Make It Sweet,2019-02-02,Old Dominion,92,100,92,4,d7b4ebdb-7d8a-481a-99fd-36019d7c7ef1
Love Wins,2019-02-02,Carrie Underwood,93,86,83,4,b290c1f2-6ba3-4f2a-b286-0654d2accfc5
Talk To Me,2019-02-02,Tory Lanez & Rich The Kid,94,72,43,13,d8fc566e-659f-46ad-b177-436229cc86ca
Murder On My Mind,2019-02-02,YNW Melly,95,,95,1,fdb154f1-7019-476e-bfa9-b077e1cb1942
GIRL,2019-02-02,Maren Morris,96,,96,1,21b84faf-c629-4cf7-a535-bfc7a7ef1f00
Imagine,2019-02-02,Ariana Grande,99,,24,5,8f02a55f-7e09-4e69-8e53-7c77b3f1c97d
Call The Coroner,2019-02-02,Future,100,,100,1,8481467f-528b-41a3-8b10-183f16b542dc
7 Rings,2019-02-09,Ariana Grande,1,1,1,2,7203c23a-5f31-4847-a50e-8a67bb26b43b
Without Me,2019-02-09,Halsey,2,2,1,17,e8460878-6581-4d57-9692-aee1d15009e7
Sunflower (Spider-Man: Into The Spider-Verse),2019-02-09,Post Malone & Swae Lee,3,3,1,15,74ce027a-e5a1-47f4-8997-68d89febca3f
Middle Child,2019-02-09,J. Cole,4,26,4,2,3f48a631-dea1-480d-9433-f3b97e63246a
Sicko Mode,2019-02-09,Travis Scott,5,5,1,26,69913c93-47b1-4196-acc9-f492f6db35f5
"Thank U, Next",2019-02-09,Ariana Grande,6,4,1,13,e360a29c-bd6a-4a5c-8d11-fe9cf56ec22f
Eastside,2019-02-09,"benny blanco, Halsey & Khalid",11,11,9,29,787087cb-cb94-442d-98dd-2eddc59f1f84
Drip Too Hard,2019-02-09,Lil Baby & Gunna,12,10,4,20,14983d93-0458-4064-a0ff-3248d57e6908
Money,2019-02-09,Cardi B,13,13,13,15,765b0769-7801-486e-986c-0b0e2967efba
Shallow,2019-02-09,Lady Gaga & Bradley Cooper,16,24,5,18,e8191687-56bf-4e69-860f-a898735ec268
Mo Bamba,2019-02-09,Sheck Wes,18,16,6,23,25dfa760-3eed-4fdf-9f57-23c3d3a78f4e
Better Now,2019-02-09,Post Malone,19,20,3,40,f43c350b-0212-45fd-9d88-6590825a2c3b
Leave Me Alone,2019-02-09,Flipp Dinero,20,21,20,20,ad4f29b8-c40e-470c-98ff-91ee966fa058
Youngblood,2019-02-09,5 Seconds Of Summer,21,17,7,35,29f9b50f-5771-4403-85d3-a9e09fec1693
Better,2019-02-09,Khalid,23,23,22,20,5ef726de-68d8-4f74-806c-50d75d105bdb
Breathin,2019-02-09,Ariana Grande,25,22,12,24,ebbda164-fca5-476b-ad1a-26083d64ecf2
Dancing With A Stranger,2019-02-09,Sam Smith & Normani,31,41,31,3,aa243e48-c9f6-4753-8b42-b2342bb8988b
Sweet But Psycho,2019-02-09,Ava Max,32,35,32,7,f9b48b9e-fee4-4bff-8b50-646aca297b80
Speechless,2019-02-09,Dan + Shay,34,31,24,21,7230a157-87d2-4242-868a-9b1d3253e392
Trip,2019-02-09,Ella Mai,35,30,11,26,6b16cc43-7752-4eb3-ad55-fc04505f4b34
Baby Shark,2019-02-09,Pinkfong,36,36,32,5,88383c15-26f1-464e-9d47-768dc62c4937
Love Lies,2019-02-09,Khalid & Normani,37,32,9,50,53d3f945-529a-42ca-90b5-0059ad09a202
Beautiful Crazy,2019-02-09,Luke Combs,38,42,38,12,6d95ede5-1d26-43b4-b53a-56f2cbe0958b
You Say,2019-02-09,Lauren Daigle,39,39,34,29,e8128e69-1c24-4e0f-8e31-6a4087299ba4
Look Back At It,2019-02-09,A Boogie Wit da Hoodie,40,44,40,8,53145671-fb44-40a6-a363-52e95edf226b
I Like It,2019-02-09,"Cardi B, Bad Bunny & J Balvin",41,37,1,43,93951877-d1ad-4ebd-a41a-3d818d237cca
Lost In The Fire,2019-02-09,Gesaffelstein & The Weeknd,42,33,27,3,704c3bd0-e889-42bb-9c34-34c2a79a7060
Envy Me,2019-02-09,Calboy,43,45,41,7,fe1d5d7a-0697-4a51-8f5e-1ea68b03dc4d
Be Alright,2019-02-09,Dean Lewis,44,52,40,14,6cb28fbd-05fc-479b-b192-a498f79b3e2e
Sixteen,2019-02-09,Thomas Rhett,50,49,42,12,4ac01c59-c53e-433e-8908-ef536a0a97ec
Undecided,2019-02-09,Chris Brown,54,55,35,4,91b675f6-d2f4-4061-918d-e5c8063eac84
Best Shot,2019-02-09,Jimmie Allen,55,60,37,20,1e933b5d-6956-4cb4-9973-03edc2f72356
Pure Cocaine,2019-02-09,Lil Baby,56,89,46,8,8cc74581-e677-4851-ad27-83d05515fd36
Uproar,2019-02-09,Lil Wayne,58,59,7,18,630854cf-741a-4b68-bc9d-c648862b4180
Good Girl,2019-02-09,Dustin Lynch,59,58,44,12,98a1da94-13d9-4bcc-a0bd-820f9598b584
Armed And Dangerous,2019-02-09,Juice WRLD,60,63,44,12,80cbf2b8-3a77-40c9-9f3f-95010bbb6ff3
Saturday Nights,2019-02-09,Khalid & Kane Brown,61,75,57,4,51f36195-a888-4487-9a8e-9a03b7042625
Keanu Reeves,2019-02-09,Logic,62,38,38,2,c405af0d-bec2-480c-95f6-d6d4373f0779
You,2019-02-09,Jacquees,63,67,58,10,5261a39c-c5f7-41b5-9540-99cc77bf434b
Calling My Spirit,2019-02-09,Kodak Black,64,62,46,9,d8ff611d-b2d5-4808-be8a-ec9f40171cab
Millionaire,2019-02-09,Chris Stapleton,70,73,67,8,f61c9210-1cbb-4a7a-8e4a-f0531fa0f662
Crushed Up,2019-02-09,Future,71,43,43,4,59e5b069-5736-445d-aec1-8bb8cb4e6b40
Bury A Friend,2019-02-09,Billie Eilish,74,,74,1,fedfbc44-559b-4676-ac8b-35fbebb0400f
Yosemite,2019-02-09,Travis Scott,75,74,25,15,1892f310-8713-47e5-b9a8-06f8d4021ca9
When The Party's Over,2019-02-09,Billie Eilish,76,87,52,15,fe265667-ad88-4e84-baff-721a4aaa6f8f
Secreto,2019-02-09,Anuel AA & Karol G,77,68,68,2,78556904-b366-459c-9499-76aa2236ea73
Murder On My Mind,2019-02-09,YNW Melly,78,95,78,2,fdb154f1-7019-476e-bfa9-b077e1cb1942
Ruin My Life,2019-02-09,Zara Larsson,79,77,76,5,f5b74201-357b-4078-bd62-996eb114c5f1
Love Someone,2019-02-09,Lukas Graham,80,86,80,5,2cf83875-5a44-49a8-94ed-90585358eaab
Lovely,2019-02-09,Billie Eilish & Khalid,81,82,64,14,1fc545d3-94b6-4a3d-bff3-bb8b861943d6
Down To The Honkytonk,2019-02-09,Jake Owen,82,84,75,5,59b69ea3-1632-4f7e-bec6-154e8fb556b7
Sauce!,2019-02-09,XXXTENTACION,89,,89,1,ac0d4c7b-a19f-4575-b1cc-915c3764bcfe
Love Wins,2019-02-09,Carrie Underwood,91,93,83,5,b290c1f2-6ba3-4f2a-b286-0654d2accfc5
Splashin,2019-02-09,Rich The Kid,92,,92,2,1512af1b-55e5-4f4a-9c10-542e900199c7
Make It Sweet,2019-02-09,Old Dominion,93,92,92,5,d7b4ebdb-7d8a-481a-99fd-36019d7c7ef1
Talk To Me,2019-02-09,Tory Lanez & Rich The Kid,94,94,43,14,dd058edd-e931-449b-a387-61b3aea393ce
Burn Out,2019-02-09,Midland,95,,92,4,7f96682b-14fb-4bb5-9723-89cdddf73906
Here Tonight,2019-02-09,Brett Young,96,,88,4,5cacd244-9c0d-410b-be1c-2000ce659b94
BAD!,2019-02-09,XXXTENTACION,97,,16,11,d5ddede3-e821-4a77-aecf-e51794a76366
Night Shift,2019-02-09,Jon Pardi,98,,98,1,9fb54cc1-10b2-46ac-8951-c43e46c3e122
Blue Tacoma,2019-02-09,Russell Dickerson,99,,52,19,2aa98e77-c6b6-4d6e-998a-70a2aa8b545a
7 Rings,2019-02-16,Ariana Grande,1,1,1,3,83aeafac-4d6e-486d-8cd8-d1ec531827b2
Happier,2019-02-16,Marshmello & Bastille,2,8,2,25,63b22191-d27c-44f8-b393-d548fe734f3b
Without Me,2019-02-16,Halsey,3,2,1,18,6333397f-2ecb-43d0-927c-adbc36c1bede
Middle Child,2019-02-16,J. Cole,8,4,4,3,3f48a631-dea1-480d-9433-f3b97e63246a
Wow.,2019-02-16,Post Malone,9,9,8,7,1de0c612-7251-40bf-aec9-a53bb1157c06
Eastside,2019-02-16,"benny blanco, Halsey & Khalid",11,11,9,30,787087cb-cb94-442d-98dd-2eddc59f1f84
A Lot,2019-02-16,21 Savage,12,26,12,7,4d4219b0-cd63-4d14-80df-cf0404fdb9a7
Drip Too Hard,2019-02-16,Lil Baby & Gunna,13,12,4,21,14983d93-0458-4064-a0ff-3248d57e6908
Bury A Friend,2019-02-16,Billie Eilish,14,74,14,2,fedfbc44-559b-4676-ac8b-35fbebb0400f
Money,2019-02-16,Cardi B,16,13,13,16,765b0769-7801-486e-986c-0b0e2967efba
Better,2019-02-16,Khalid,18,23,18,21,ba73118f-7c13-43f6-933c-9f048fe8c01f
Thotiana,2019-02-16,Blueface,20,28,20,4,710f99d3-fa5d-4ab0-917d-374358e034c2
Better Now,2019-02-16,Post Malone,21,19,3,41,2b632288-0cca-4cc8-85cc-8272f862920e
Alone,2019-02-16,Marshmello,28,,28,11,d5df3cb8-43b6-4766-997a-82c276eb9d28
Sweet But Psycho,2019-02-16,Ava Max,30,32,30,8,f9b48b9e-fee4-4bff-8b50-646aca297b80
Tequila,2019-02-16,Dan + Shay,31,29,21,40,9703cf42-53d5-42e1-8159-93ff890eec3e
Look Back At It,2019-02-16,A Boogie Wit da Hoodie,32,40,32,9,cc101b68-19c4-4dd2-be11-e4c0438130d4
Lucid Dreams,2019-02-16,Juice WRLD,34,27,2,39,f7f36033-0902-460f-8416-52b1e62f66ce
Breathin,2019-02-16,Ariana Grande,35,25,12,25,8d04d497-84b3-4a5b-85a1-46948e7f5f72
Beautiful Crazy,2019-02-16,Luke Combs,36,38,36,13,6d95ede5-1d26-43b4-b53a-56f2cbe0958b
You Say,2019-02-16,Lauren Daigle,37,39,34,30,e8128e69-1c24-4e0f-8e31-6a4087299ba4
Trip,2019-02-16,Ella Mai,38,35,11,27,6b16cc43-7752-4eb3-ad55-fc04505f4b34
I Like It,2019-02-16,"Cardi B, Bad Bunny & J Balvin",39,41,1,44,93951877-d1ad-4ebd-a41a-3d818d237cca
Baby Shark,2019-02-16,Pinkfong,40,36,32,6,88383c15-26f1-464e-9d47-768dc62c4937
Love Lies,2019-02-16,Khalid & Normani,41,37,9,51,09a95083-124c-45a6-886a-75cc9952a800
This Is It,2019-02-16,Scotty McCreery,42,49,42,9,aec07661-9222-464f-9563-99611a159ae8
Backin' It Up,2019-02-16,Pardison Fontaine Featuring Cardi B,48,47,40,17,737b1774-76b5-428d-a7e8-e6d127f0a2d9
Lost In The Fire,2019-02-16,Gesaffelstein & The Weeknd,49,42,27,4,704c3bd0-e889-42bb-9c34-34c2a79a7060
Girl Like You,2019-02-16,Jason Aldean,51,48,46,11,33d698bb-382f-48ef-8938-6e8f3af45fd8
Undecided,2019-02-16,Chris Brown,54,54,35,5,91b675f6-d2f4-4061-918d-e5c8063eac84
Sixteen,2019-02-16,Thomas Rhett,55,50,42,13,4ac01c59-c53e-433e-8908-ef536a0a97ec
One Call,2019-02-16,Gunna,56,,56,1,36d93581-fca5-4888-82a7-594465669d7d
Pure Cocaine,2019-02-16,Lil Baby,57,56,46,9,8cc74581-e677-4851-ad27-83d05515fd36
Take It From Me,2019-02-16,Jordan Davis,58,68,58,6,37b94577-62f8-4bab-8c60-6715fb9f9130
Put A Date On It,2019-02-16,Yo Gotti Featuring Lil Baby,59,65,59,2,e5f7fed2-4c4e-432d-bb6b-d0d21d9e64cb
When The Party's Over,2019-02-16,Billie Eilish,61,76,52,16,c3db7bfe-c83c-413e-9596-07007532d0b6
Armed And Dangerous,2019-02-16,Juice WRLD,62,60,44,13,80cbf2b8-3a77-40c9-9f3f-95010bbb6ff3
Calling My Spirit,2019-02-16,Kodak Black,67,64,46,10,4769e118-f401-4ccc-bf3c-daae7b83f370
Ella Quiere Beber,2019-02-16,Anuel AA & Romeo Santos,68,67,61,14,3d5c1a12-cd23-472d-96cb-7ca132f470c9
Millionaire,2019-02-16,Chris Stapleton,69,70,67,9,f61c9210-1cbb-4a7a-8e4a-f0531fa0f662
You,2019-02-16,Jacquees,70,63,58,11,7df17530-fdc9-4e2f-889f-5f69707263e1
Good Girl,2019-02-16,Dustin Lynch,71,59,44,13,98a1da94-13d9-4bcc-a0bd-820f9598b584
Love Someone,2019-02-16,Lukas Graham,72,80,72,6,c66ab8df-a941-4d63-8ae6-925fe85e8162
Murder On My Mind,2019-02-16,YNW Melly,73,78,73,3,fdb154f1-7019-476e-bfa9-b077e1cb1942
Down To The Honkytonk,2019-02-16,Jake Owen,74,82,74,6,59b69ea3-1632-4f7e-bec6-154e8fb556b7
Saturday Nights,2019-02-16,Khalid & Kane Brown,75,61,57,5,51f36195-a888-4487-9a8e-9a03b7042625
Yosemite,2019-02-16,Travis Scott,77,75,25,16,1892f310-8713-47e5-b9a8-06f8d4021ca9
Ruin My Life,2019-02-16,Zara Larsson,78,79,76,6,78d36ccc-1757-4cbc-a52f-3976a05b8ce4
Make It Sweet,2019-02-16,Old Dominion,87,93,87,6,d7b4ebdb-7d8a-481a-99fd-36019d7c7ef1
Here Tonight,2019-02-16,Brett Young,89,96,88,5,562c319d-570d-4c6f-bdd7-98b0bb993af1
Splashin,2019-02-16,Rich The Kid,90,92,90,3,1512af1b-55e5-4f4a-9c10-542e900199c7
Keanu Reeves,2019-02-16,Logic,91,62,38,3,c405af0d-bec2-480c-95f6-d6d4373f0779
Burn Out,2019-02-16,Midland,93,95,92,5,f3cc70b6-e05e-432d-9c4d-1f939e1c225f
Miss Me More,2019-02-16,Kelsea Ballerini,95,,95,1,9fadef88-9f19-4b9b-a67f-f369eb78dd2c
Ocean Eyes,2019-02-16,Billie Eilish,96,,96,6,15dafb91-e02e-4feb-b183-f5b547cff2f6
Crushed Up,2019-02-16,Future,97,71,43,5,8cabbea1-8c7a-4156-9785-937109f420b9
Night Shift,2019-02-16,Jon Pardi,98,98,98,2,9fb54cc1-10b2-46ac-8951-c43e46c3e122
Close Friends,2019-02-16,Lil Baby,99,,28,15,d3290ee1-9e64-4f0d-a9f7-97ef42b9708a
On My Way To You,2019-02-16,Cody Johnson,100,,91,2,c9420dc8-1d90-444a-9caf-9e07863fdf62
7 Rings,2019-02-23,Ariana Grande,1,1,1,4,fc8a804f-7c62-4e99-b614-1f7eb75a9482
Happier,2019-02-23,Marshmello & Bastille,6,2,2,26,63b22191-d27c-44f8-b393-d548fe734f3b
Sicko Mode,2019-02-23,Travis Scott,7,5,1,28,b7326a80-8332-4ee0-8238-d6737efba347
High Hopes,2019-02-23,Panic! At The Disco,8,6,4,28,c1296fc9-08d8-4c4b-af8b-d92da5397850
Wow.,2019-02-23,Post Malone,9,9,8,8,1de0c612-7251-40bf-aec9-a53bb1157c06
Eastside,2019-02-23,"benny blanco, Halsey & Khalid",10,11,9,31,787087cb-cb94-442d-98dd-2eddc59f1f84
Middle Child,2019-02-23,J. Cole,11,8,4,4,3f6861eb-7173-43e3-bd3b-242ab94fcde2
Needy,2019-02-23,Ariana Grande,14,,14,1,2666a0a7-8b8b-4854-8f33-2e38dce5bbce
A Lot,2019-02-23,21 Savage,15,12,12,8,401f7e9c-dede-4aea-a7f3-4a85456bc268
Drip Too Hard,2019-02-23,Lil Baby & Gunna,16,13,4,22,f65108f7-c7ea-4c86-be42-fff229d8cbfb
NASA,2019-02-23,Ariana Grande,17,,17,1,c838d57f-59b9-42fb-afda-c7c6d6628882
Shallow,2019-02-23,Lady Gaga & Bradley Cooper,18,24,5,20,e8191687-56bf-4e69-860f-a898735ec268
Money,2019-02-23,Cardi B,19,16,13,17,765b0769-7801-486e-986c-0b0e2967efba
Thotiana,2019-02-23,Blueface,20,20,20,5,710f99d3-fa5d-4ab0-917d-374358e034c2
Ghostin,2019-02-23,Ariana Grande,25,,25,1,d49256c4-4657-450a-8758-c12493c6244a
Fake Smile,2019-02-23,Ariana Grande,26,,26,1,c50b5ee1-768e-496e-9871-521a4b0f8971
Bad Idea,2019-02-23,Ariana Grande,27,,27,1,c8645b2d-2646-400b-ae29-09473314d538
Better Now,2019-02-23,Post Malone,29,21,3,42,f4ff2903-27db-47ff-937d-d05bfdbf471f
Dancing With A Stranger,2019-02-23,Sam Smith & Normani,30,26,26,5,aa243e48-c9f6-4753-8b42-b2342bb8988b
Tequila,2019-02-23,Dan + Shay,31,31,21,41,9703cf42-53d5-42e1-8159-93ff890eec3e
Bury A Friend,2019-02-23,Billie Eilish,32,14,14,3,fedfbc44-559b-4676-ac8b-35fbebb0400f
Leave Me Alone,2019-02-23,Flipp Dinero,33,25,20,22,473f3033-87c5-49db-83df-b751cbb6108d
Youngblood,2019-02-23,5 Seconds Of Summer,34,23,7,37,65a9d41d-9034-49d7-afa8-d7e227742898
Beautiful Crazy,2019-02-23,Luke Combs,36,36,36,14,6d95ede5-1d26-43b4-b53a-56f2cbe0958b
Sweet But Psycho,2019-02-23,Ava Max,37,30,30,9,745cc4a1-b551-44d1-9d47-cc6ef7ad97b9
In My Head,2019-02-23,Ariana Grande,38,,38,1,12aa86e5-fa40-463d-8d9e-2ba46f51f3dc
Talk,2019-02-23,Khalid,44,,44,1,31dc0c27-2927-48a6-b622-823c15f824b4
I Like It,2019-02-23,"Cardi B, Bad Bunny & J Balvin",45,39,1,45,e6e2b27b-2de0-445d-b4a8-bc722c3ebcfe
Be Alright,2019-02-23,Dean Lewis,46,43,40,16,08467bce-dc5d-43f5-b591-fe3ecf1b956c
Look Back At It,2019-02-23,A Boogie Wit da Hoodie,47,32,32,10,cc101b68-19c4-4dd2-be11-e4c0438130d4
Make Up,2019-02-23,Ariana Grande,48,,48,1,3d48d56d-edff-4d62-abe0-92d029a5c233
Baby Shark,2019-02-23,Pinkfong,49,40,32,7,88383c15-26f1-464e-9d47-768dc62c4937
Envy Me,2019-02-23,Calboy,50,45,41,9,fe1d5d7a-0697-4a51-8f5e-1ea68b03dc4d
This Is It,2019-02-23,Scotty McCreery,52,42,42,10,aec07661-9222-464f-9563-99611a159ae8
Backin' It Up,2019-02-23,Pardison Fontaine Featuring Cardi B,53,48,40,18,7a699244-9155-4d98-96f5-5363209e0f7b
Girl Like You,2019-02-23,Jason Aldean,55,51,46,12,33d698bb-382f-48ef-8938-6e8f3af45fd8
Lost In The Fire,2019-02-23,Gesaffelstein & The Weeknd,58,49,27,5,704c3bd0-e889-42bb-9c34-34c2a79a7060
What Makes You Country,2019-02-23,Luke Bryan,64,63,63,7,3dafcbe1-f845-4042-b49c-534dcf0a8c7a
Armed And Dangerous,2019-02-23,Juice WRLD,65,62,44,14,80cbf2b8-3a77-40c9-9f3f-95010bbb6ff3
Millionaire,2019-02-23,Chris Stapleton,66,69,66,10,f61c9210-1cbb-4a7a-8e4a-f0531fa0f662
Pure Cocaine,2019-02-23,Lil Baby,67,57,46,10,8cc74581-e677-4851-ad27-83d05515fd36
Close Friends,2019-02-23,Lil Baby,68,99,28,16,5289ec9d-42ba-44ef-b5b6-40d2f0808efb
Sixteen,2019-02-23,Thomas Rhett,69,55,42,14,5ea5b5de-1312-43f1-983e-9d753434b2f3
Love Someone,2019-02-23,Lukas Graham,70,72,70,7,c66ab8df-a941-4d63-8ae6-925fe85e8162
Calling My Spirit,2019-02-23,Kodak Black,71,67,46,11,d8ff611d-b2d5-4808-be8a-ec9f40171cab
Put A Date On It,2019-02-23,Yo Gotti Featuring Lil Baby,72,59,59,3,e5f7fed2-4c4e-432d-bb6b-d0d21d9e64cb
Uproar,2019-02-23,Lil Wayne,73,65,7,20,630854cf-741a-4b68-bc9d-c648862b4180
Ella Quiere Beber,2019-02-23,Anuel AA & Romeo Santos,74,68,61,15,3d5c1a12-cd23-472d-96cb-7ca132f470c9
Lovely,2019-02-23,Billie Eilish & Khalid,75,66,64,16,1fc545d3-94b6-4a3d-bff3-bb8b861943d6
You,2019-02-23,Jacquees,77,70,58,12,5261a39c-c5f7-41b5-9540-99cc77bf434b
When The Party's Over,2019-02-23,Billie Eilish,78,61,52,17,ba7a88da-f864-4ead-9a63-36f92d10de46
Good Girl,2019-02-23,Dustin Lynch,83,71,44,14,98a1da94-13d9-4bcc-a0bd-820f9598b584
