song,date,artist,this_week,last_week,peak_position,weeks_on_chart,mbid
Hair,1969-04-05,The Cowsills,18,35,18,4,7d818964-8e3b-40ec-a47f-51ea33cf5b21
The Letter,1969-04-05,The Arbors,20,41,20,7,e65dfb74-87ab-4cd5-9cb3-630d856489d7
Do Your Thing,1969-04-05,The Watts 103rd Street Rhythm Band,21,28,21,10,5b40239d-a50d-4c55-8b52-875ac03b8d42
Everyday People,1969-04-05,Sly & The Family Stone,22,14,1,19,3a7cfcfa-b19a-462c-8bc8-4bc735d0ba7e
"Baby, Baby Don't Cry",1969-04-05,Smokey Robinson & The Miracles,23,21,8,14,1265e834-75bc-404f-92f4-61a9202823ce
You Gave Me A Mountain,1969-04-05,Frankie Laine,24,24,24,9,c322accb-4254-4038-b1c3-79795cb02ae3
Things I'd Like To Say,1969-04-05,New Colony Six,25,16,16,15,3879d29c-2eb3-41ce-aecd-f44e5ad0e59b
Gimme Gimme Good Lovin',1969-04-05,Crazy Elephant,26,53,26,6,33026502-ef73-464e-8c55-9b89a4993757
Mendocino,1969-04-05,Sir Douglas Quintet,27,27,27,12,9e8926c6-95c3-49e5-9cca-ea4d263fd742
The Weight,1969-04-05,Aretha Franklin,32,20,19,7,8f9ba291-2ba7-4a48-835f-52c64485653f
Time Is Tight,1969-04-05,Booker T. & The MG's,33,44,33,4,66066d9c-81b1-45ed-be98-cc5c164e4e3a
Sweet Cherry Wine,1969-04-05,Tommy James And The Shondells,34,61,34,3,93a4324a-13f2-4983-a113-6eb6cccbaab7
I Got A Line On You,1969-04-05,Spirit,35,32,25,12,27b913ff-5fcd-4b53-a6a0-a2a7cca52e40
I Can Hear Music,1969-04-05,The Beach Boys,36,43,36,5,babecc85-2ea5-402d-852d-5edeb28a5043
Snatching It Back,1969-04-05,Clarence Carter,37,38,37,6,2ad8d8f4-c3e2-4342-841c-264b016d10fa
The Chokin' Kind,1969-04-05,Joe Simon,38,39,38,3,57996b62-d8a5-4026-8320-814b2cbc1c34
"No, Not Much",1969-04-05,The Vogues,39,34,34,5,12b9e02f-066d-47c7-b552-f53be60a29d5
"Sweet Cream Ladies, Forward March",1969-04-05,The Box Tops,40,33,28,15,cdd1d25a-aff7-429a-b867-f42490c0317b
My Way,1969-04-05,Frank Sinatra,41,69,41,2,3a18b9ae-a239-4dc6-a5fb-0cd5c38ef709
Johnny One Time,1969-04-05,Brenda Lee,42,42,42,9,9f28ef68-464d-48ef-81cb-d3919cbf9816
First Of May,1969-04-05,Bee Gees,43,62,43,3,e45a322e-86e6-4da6-91d1-2e8e5376d63d
The Way It Used To Be,1969-04-05,Engelbert Humperdinck,44,60,44,6,500b2527-a536-4598-9c80-6cea3ab90640
Hawaii Five-O,1969-04-05,The Ventures,51,70,51,5,147ac930-8e4f-4b5c-87d1-a1e96dee486f
Will You Be Staying After Sunday,1969-04-05,The Peppermint Rainbow,52,67,52,8,3e9a45cd-ad37-41af-9125-d52492259a94
Is It Something You've Got,1969-04-05,Tyrone Davis,53,57,53,3,bf401160-1b40-4ab9-983a-ea0a88847697
Mercy,1969-04-05,Ohio Express,54,77,54,2,2535b891-ff50-44ca-8965-36e200a75853
I Like What You're Doing (To Me),1969-04-05,Carla Thomas,55,55,55,8,f20b6df5-10c6-4227-bc0a-cff1043b0b14
Apricot Brandy,1969-04-05,Rhinoceros,56,56,56,7,720576e1-0d4b-446f-b9d0-bc49ff39581f
A Lover's Question,1969-04-05,Otis Redding,57,48,48,6,d09651c0-7144-495d-ae41-a71ab2a60195
"Move In A Little Closer, Baby",1969-04-05,Mama Cass,58,74,58,4,873f0dc9-0c2c-493e-844f-d9b3be229e70
Wishful Sinful,1969-04-05,The Doors,60,79,60,2,df92e40e-e2a7-4cce-a2ed-9e56c789c0e3
Nothing But A Heartache,1969-04-05,The Flirtations,62,83,62,5,7eb5f5b3-9ba2-4736-bff8-270744e9837e
It's Only Love,1969-04-05,B.J. Thomas,63,71,63,3,700e29d1-432b-4ea9-94ec-52a2662b1224
Ice Cream Song,1969-04-05,The Dynamics,64,81,64,3,452d95e6-2a03-4f1e-a418-9085543a0914
Didn't You Know (You'd Have To Cry Sometime),1969-04-05,Gladys Knight And The Pips,65,75,65,5,6db3dcbf-3dae-4843-a9eb-6a4056fd99e8
In The Still Of The Night,1969-04-05,Paul Anka,70,78,70,3,de192a35-6e0a-4d27-a548-bb47ce9f4807
Tracks Of My Tears,1969-04-05,Aretha Franklin,71,80,71,4,ebff964a-17c1-44b5-84b9-32da30d091ac
To Know You Is To Love You,1969-04-05,Bobby Vinton,72,,72,1,e45a351d-25e9-4ab2-bd75-5f8e52005127
Pinball Wizard,1969-04-05,The Who,73,,73,1,933c620a-6bd8-4a1d-9388-39f9c3c908ea
Long Green,1969-04-05,The Fireballs,74,73,73,7,f88bd9b1-ce69-4f3e-8a03-7138b0d11099
Atlantis,1969-04-05,Donovan,75,,75,1,1d7b0c56-7027-4e75-ade0-aad1de506bb2
Don't Forget About Me,1969-04-05,Dusty Springfield,76,64,64,6,41db80ac-34f9-49f1-a98e-de835ef40a4b
"In The Bad, Bad Old Days (Before You Loved Me)",1969-04-05,The Foundations,77,,77,1,9fc6b80a-653b-4bb8-ac29-eeb15021255a
There Never Was A Time,1969-04-05,Jeannie C. Riley,78,86,78,2,ee507c78-29d8-4b3b-9c31-30a4c1f2ba16
Grazing In The Grass,1969-04-05,The Friends Of Distinction,80,,80,1,100e8bed-86f0-4d75-9c5a-29081706ccfc
Foolish Fool,1969-04-05,Dee Dee Warwick,81,88,81,3,3d0d9a9f-65ff-4777-beaa-8907fa81e9ba
Kick Out The Jams,1969-04-05,MC5,82,85,82,4,a31347cb-227a-483e-b4af-57fbbc867bd2
Goodbye Columbus,1969-04-05,The Association,83,82,80,4,f8d40991-57a4-419a-bc4a-f979f6ff4e6f
Good Times Bad Times,1969-04-05,Led Zeppelin,84,94,84,2,9701459f-5204-481d-b30e-e4e0a6b936e4
Back In The U.S.S.R.,1969-04-05,Chubby Checker,90,,90,1,dd5efa6d-ab70-4fdd-9374-c679aae43be0
These Eyes,1969-04-05,The Guess Who,91,,91,1,7a1c1388-cb0e-4b86-8ab1-eef70c8844aa
Born Again,1969-04-05,Sam & Dave,92,93,92,3,062c890b-652d-404f-a939-1346a79a5547
Morning Girl,1969-04-05,The Neon Philharmonic,93,,93,1,493fd4e8-534d-40c0-bc96-f51c47e3f7f4
Gitarzan,1969-04-05,Ray Stevens,94,,94,1,3533970c-96c0-4e80-8650-9e6326cbe9d7
When You Dance,1969-04-05,Jay & The Americans,95,,95,1,78fae304-7a16-4cab-b5a5-35553fba0a68
A Million To One,1969-04-05,Brian Hyland,96,,96,1,f62efd8f-6879-43c8-b994-d0039e2187b0
Rhythm Of The Rain,1969-04-05,Gary Lewis And The Playboys,98,,98,1,d56241a0-f0df-4c91-9a52-bdfddca0bf16
Idaho,1969-04-05,The 4 Seasons,99,,99,1,7a0947f4-31dc-4a10-b8de-c5a83182403b
I Love My Baby,1969-04-05,Archie Bell & The Drells,100,100,100,2,649b6c73-b764-40eb-b258-14374333bc4e
Aquarius/Let The Sunshine In (The Flesh Failures),1969-04-12,The 5th Dimension,1,2,1,6,c24ce1a9-d33c-4b3f-aa65-5d4465f0642e
You've Made Me So Very Happy,1969-04-12,"Blood, Sweat & Tears",2,4,2,7,20515fca-d04e-4ab0-b49b-8105081742c2
Dizzy,1969-04-12,Tommy Roe,3,1,1,11,8261ef42-ef13-4026-9e46-af189d4c14dd
Galveston,1969-04-12,Glen Campbell,4,5,4,7,df061e74-9597-4067-a1bd-e0607be92705
"Run Away Child, Running Wild",1969-04-12,The Temptations,9,6,6,9,aea60881-a6bd-4057-8a5b-a07323e89616
Twenty-Five Miles,1969-04-12,Edwin Starr,10,13,10,9,1c5e5b6f-0f14-42d9-bd23-f1e02c164f1e
Rock Me,1969-04-12,Steppenwolf,11,11,11,7,88f6bc05-0c9b-4adf-bee2-57eeeb7c344d
Proud Mary,1969-04-12,Creedence Clearwater Revival,12,10,2,12,d6f83026-d97d-44bd-9088-7a7ee4c99489
Traces,1969-04-12,Classics IV Featuring Dennis Yost,13,8,2,10,2238e88c-f339-4b31-88cf-c10354a5d6bc
Indian Giver,1969-04-12,1910 Fruitgum Co.,15,12,5,12,bce39744-bd07-43d4-8fbd-95aa2bbbcd8f
Don't Give In To Him,1969-04-12,Gary Puckett And The Union Gap,16,30,16,5,76f65005-37b3-4926-82aa-7c69cf653912
This Girl's In Love With You,1969-04-12,Dionne Warwick,17,17,7,11,396df6d3-d03d-4c14-8daf-95445f361fc1
Sweet Cherry Wine,1969-04-12,Tommy James And The Shondells,18,34,18,4,1084f7a5-8525-402a-b176-c013d5e87b77
The Letter,1969-04-12,The Arbors,20,20,20,8,a38f28cf-97f8-4c8f-af09-50d768b943f5
Do Your Thing,1969-04-12,The Watts 103rd Street Rhythm Band,21,21,21,11,5b40239d-a50d-4c55-8b52-875ac03b8d42
My Whole World Ended (The Moment You Left Me),1969-04-12,David Ruffin,22,9,9,9,385267f0-363c-4dab-a08f-61bc5845bdf9
Build Me Up Buttercup,1969-04-12,The Foundations,23,16,3,15,5b080da5-640a-4476-ab6a-82c917bdbce4
Time Is Tight,1969-04-12,Booker T. & The MG's,29,33,29,5,974367ac-67c0-4eda-90d1-696964d2db30
Mendocino,1969-04-12,Sir Douglas Quintet,30,27,27,13,9e8926c6-95c3-49e5-9cca-ea4d263fd742
Try A Little Tenderness,1969-04-12,Three Dog Night,31,31,31,10,35eb08df-b1be-4d7b-89f7-e73519a53cb3
Hawaii Five-O,1969-04-12,The Ventures,32,51,32,6,147ac930-8e4f-4b5c-87d1-a1e96dee486f
I Can Hear Music,1969-04-12,The Beach Boys,33,36,33,6,babecc85-2ea5-402d-852d-5edeb28a5043
Is It Something You've Got,1969-04-12,Tyrone Davis,34,53,34,4,bf401160-1b40-4ab9-983a-ea0a88847697
Memories,1969-04-12,Elvis Presley,35,48,35,4,2160dbf3-4c0b-4e2b-b609-2fc080ba3fc3
Snatching It Back,1969-04-12,Clarence Carter,36,37,36,7,c0ce451e-c9f6-4b74-8e4c-0c179809743b
My Way,1969-04-12,Frank Sinatra,37,41,37,3,d96f7978-f1e4-4e02-b14b-68b6049937fa
Things I'd Like To Say,1969-04-12,New Colony Six,38,25,16,16,99742f63-ce81-4f7b-9ef0-1e5e80d4d489
Will You Be Staying After Sunday,1969-04-12,The Peppermint Rainbow,39,52,39,9,b3eeebb8-36b8-4646-9fd7-4c919c02eabb
First Of May,1969-04-12,Bee Gees,40,43,40,4,1579f5ec-b81b-40bc-b6bc-3af4ab2499d8
Johnny One Time,1969-04-12,Brenda Lee,41,42,41,10,08feda36-ada0-4923-9a0e-e7881d0a5f77
Don't Touch Me,1969-04-12,Bettye Swann,42,47,42,6,07a4ef29-961c-4933-ab11-460e12bec6ab
The Way It Used To Be,1969-04-12,Engelbert Humperdinck,43,44,43,7,e18a9747-055a-4229-bc4a-6aef79245b5a
It's Only Love,1969-04-12,B.J. Thomas,48,63,48,4,27eff588-cda0-431e-8993-09713a808b4a
Playgirl,1969-04-12,Thee Prophets,49,50,49,6,c54dce1c-0bf3-4a25-9a39-69785655dae2
To Know You Is To Love You,1969-04-12,Bobby Vinton,50,72,50,2,e45a351d-25e9-4ab2-bd75-5f8e52005127
The Boxer,1969-04-12,Simon & Garfunkel,51,,51,1,dd5ebe8d-3961-4b48-97bc-6653c2fa31f5
I Like What You're Doing (To Me),1969-04-12,Carla Thomas,52,55,52,9,73d062b4-4328-4770-98f4-e99e65d4670c
Mini-Skirt Minnie,1969-04-12,Wilson Pickett,53,69,53,3,892b0b7b-c2db-45e0-b597-bf791a8d7620
When He Touches Me (Nothing Else Matters),1969-04-12,Peaches & Herb,56,49,49,7,68585da4-d2cd-4d33-a024-9f0537455a49
"Move In A Little Closer, Baby",1969-04-12,Mama Cass,58,58,58,5,1ab470b3-af76-4a14-9bd2-5ce6a2534446
Nothing But A Heartache,1969-04-12,The Flirtations,59,62,59,6,04a0ecb3-6d33-4ebd-9db3-407a0ab1ac1d
Atlantis,1969-04-12,Donovan,60,75,60,2,f644d544-3cce-4e43-bfa5-de29943538e3
Pinball Wizard,1969-04-12,The Who,61,73,61,2,a3f5c0d2-7a31-47d0-b635-770382e11f69
Ice Cream Song,1969-04-12,The Dynamics,62,64,62,4,452d95e6-2a03-4f1e-a418-9085543a0914
Time Was,1969-04-12,Canned Heat,67,67,67,5,2a92a680-15a2-4f82-9fe1-5b75db07dc43
Gitarzan,1969-04-12,Ray Stevens,68,94,68,2,3533970c-96c0-4e80-8650-9e6326cbe9d7
More Today Than Yesterday,1969-04-12,Spiral Starecase,69,88,69,2,7afd8d66-9701-4639-ac84-2d49993a1e83
Foolish Fool,1969-04-12,Dee Dee Warwick,70,81,70,4,3d0d9a9f-65ff-4777-beaa-8907fa81e9ba
Tracks Of My Tears,1969-04-12,Aretha Franklin,71,71,71,5,ebff964a-17c1-44b5-84b9-32da30d091ac
Love (Can Make You Happy),1969-04-12,Mercy,72,,72,1,dad32136-edee-4d3b-99a8-37e883672a61
Grazing In The Grass,1969-04-12,The Friends Of Distinction,73,80,73,2,100e8bed-86f0-4d75-9c5a-29081706ccfc
Where Do You Go To (My Lovely),1969-04-12,Peter Sarstedt,74,85,74,2,38995e32-1a43-4cdd-b721-f856320ab828
Happy Heart,1969-04-12,Andy Williams,75,,75,1,92e90c66-a041-41a2-b2d9-668ecb349bb4
Badge,1969-04-12,Cream,76,87,76,2,e34aba08-c991-4c7e-961c-5037175c922a
There Never Was A Time,1969-04-12,Jeannie C. Riley,77,78,77,3,ee507c78-29d8-4b3b-9c31-30a4c1f2ba16
Buying A Book,1969-04-12,Joe Tex,78,,78,1,99533830-d021-4e67-a545-4de8e7babdb4
Stand!,1969-04-12,Sly & The Family Stone,80,,80,1,7def47e2-0d52-4e25-8b7a-e2d08a7158b2
Good Times Bad Times,1969-04-12,Led Zeppelin,81,84,81,3,8f65867d-00fd-4cc3-a0cc-a7f6edf584c2
Morning Girl,1969-04-12,The Neon Philharmonic,86,93,86,2,493fd4e8-534d-40c0-bc96-f51c47e3f7f4
The River Is Wide,1969-04-12,The Grass Roots,87,,87,1,65290b68-0d74-49ca-a531-a4ed7ccfd52e
Give It Away,1969-04-12,The Chi-lites,88,89,88,6,28d256cf-5ba0-41e6-a5b5-2252928d79a5
When You Dance,1969-04-12,Jay & The Americans,89,95,89,2,78fae304-7a16-4cab-b5a5-35553fba0a68
A Million To One,1969-04-12,Brian Hyland,90,96,90,2,f62efd8f-6879-43c8-b994-d0039e2187b0
Breakfast In Bed,1969-04-12,Dusty Springfield,91,,91,1,a02aca83-b3c1-4bdc-b567-db1279bc74f8
Any Day Now,1969-04-12,Percy Sledge,92,,92,1,3a98a850-02aa-40d3-a226-c9921715d2fb
Cissy Strut,1969-04-12,The Meters,93,,93,1,c02b8bb0-c410-4f47-8fdc-12eab2f91e25
I Love My Baby,1969-04-12,Archie Bell & The Drells,94,100,94,3,649b6c73-b764-40eb-b258-14374333bc4e
Idaho,1969-04-12,The 4 Seasons,95,99,95,2,7a0947f4-31dc-4a10-b8de-c5a83182403b
Rhythm Of The Rain,1969-04-12,Gary Lewis And The Playboys,97,98,97,2,d56241a0-f0df-4c91-9a52-bdfddca0bf16
It's A Groovy World!,1969-04-12,The Unifics,98,,98,1,ae61618d-3c6a-44b0-a141-ecc27df6f912
I Can't Do Enough,1969-04-12,The Dells,99,,99,1,0d52ffd1-8a4d-437c-a66b-74e4cb484389
Singing My Song,1969-04-12,Tammy Wynette,100,,100,1,a514759e-c98a-44cc-ac06-683ba5983cae
Dizzy,1969-04-19,Tommy Roe,5,3,1,12,676f08cb-f1b7-40cf-95de-e24d3832074a
Galveston,1969-04-19,Glen Campbell,6,4,4,8,9b84adef-394a-4dde-9cc9-61c1080f5c3b
Hair,1969-04-19,The Cowsills,7,8,7,6,7d818964-8e3b-40ec-a47f-51ea33cf5b21
Twenty-Five Miles,1969-04-19,Edwin Starr,8,10,8,10,4eda653a-f2c0-4eec-a567-cc3e4c5de1cf
Time Of The Season,1969-04-19,The Zombies,9,5,3,11,0dec9f45-7723-4549-bb9c-e64d75423849
Rock Me,1969-04-19,Steppenwolf,10,11,10,8,b4f248a5-b268-4a7d-bfb8-68f003ff1da5
"Run Away Child, Running Wild",1969-04-19,The Temptations,11,9,6,10,aea60881-a6bd-4057-8a5b-a07323e89616
Sweet Cherry Wine,1969-04-19,Tommy James And The Shondells,12,18,12,5,93a4324a-13f2-4983-a113-6eb6cccbaab7
Do Your Thing,1969-04-19,The Watts 103rd Street Rhythm Band,13,21,13,12,5b40239d-a50d-4c55-8b52-875ac03b8d42
Gimme Gimme Good Lovin',1969-04-19,Crazy Elephant,14,24,14,8,d07958b9-02ad-475a-aa31-181240234be7
Don't Give In To Him,1969-04-19,Gary Puckett And The Union Gap,15,16,15,6,76f65005-37b3-4926-82aa-7c69cf653912
Traces,1969-04-19,Classics IV Featuring Dennis Yost,16,13,2,11,2238e88c-f339-4b31-88cf-c10354a5d6bc
Hawaii Five-O,1969-04-19,The Ventures,17,32,17,7,4c447754-4a48-4bf6-93c1-aae6e9876aca
Proud Mary,1969-04-19,Creedence Clearwater Revival,19,12,2,13,a5c62b6b-6960-489e-92ec-7336234fdd7b
Brother Love's Travelling Salvation Show,1969-04-19,Neil Diamond,26,27,26,9,6b409f05-dc35-4168-85c8-de438de5cff8
Indian Giver,1969-04-19,1910 Fruitgum Co.,28,15,5,13,bce39744-bd07-43d4-8fbd-95aa2bbbcd8f
Try A Little Tenderness,1969-04-19,Three Dog Night,29,31,29,11,35eb08df-b1be-4d7b-89f7-e73519a53cb3
Snatching It Back,1969-04-19,Clarence Carter,31,36,31,8,c0ce451e-c9f6-4b74-8e4c-0c179809743b
I Can Hear Music,1969-04-19,The Beach Boys,32,33,32,7,babecc85-2ea5-402d-852d-5edeb28a5043
My Way,1969-04-19,Frank Sinatra,33,37,33,4,3a18b9ae-a239-4dc6-a5fb-0cd5c38ef709
Is It Something You've Got,1969-04-19,Tyrone Davis,34,34,34,5,bf401160-1b40-4ab9-983a-ea0a88847697
Memories,1969-04-19,Elvis Presley,35,35,35,5,2160dbf3-4c0b-4e2b-b609-2fc080ba3fc3
Mendocino,1969-04-19,Sir Douglas Quintet,36,30,27,14,468e4f6a-58a0-4a3c-a32a-f28abb4c986b
First Of May,1969-04-19,Bee Gees,37,40,37,5,e45a322e-86e6-4da6-91d1-2e8e5376d63d
Don't Touch Me,1969-04-19,Bettye Swann,38,42,38,7,07a4ef29-961c-4933-ab11-460e12bec6ab
Will You Be Staying After Sunday,1969-04-19,The Peppermint Rainbow,39,39,39,10,b3eeebb8-36b8-4646-9fd7-4c919c02eabb
To Know You Is To Love You,1969-04-19,Bobby Vinton,45,50,45,3,e45a351d-25e9-4ab2-bd75-5f8e52005127
Apricot Brandy,1969-04-19,Rhinoceros,46,47,46,9,720576e1-0d4b-446f-b9d0-bc49ff39581f
It's Only Love,1969-04-19,B.J. Thomas,47,48,47,5,700e29d1-432b-4ea9-94ec-52a2662b1224
Gitarzan,1969-04-19,Ray Stevens,48,68,48,3,559e69e6-410f-42dd-a294-27216ec46a97
I Like What You're Doing (To Me),1969-04-19,Carla Thomas,49,52,49,10,f20b6df5-10c6-4227-bc0a-cff1043b0b14
Mini-Skirt Minnie,1969-04-19,Wilson Pickett,50,53,50,4,772d6fc6-9749-4a6e-bb25-f02542bfb61a
Pinball Wizard,1969-04-19,The Who,51,61,51,3,a3f5c0d2-7a31-47d0-b635-770382e11f69
Atlantis,1969-04-19,Donovan,52,60,52,3,f644d544-3cce-4e43-bfa5-de29943538e3
The Composer,1969-04-19,Diana Ross & The Supremes,53,,53,1,d45e8689-b159-49a3-8d0c-0f9da51679f6
Stand!,1969-04-19,Sly & The Family Stone,54,80,54,2,61254e85-b2c2-48f9-8631-5a9db63599cf
Johnny One Time,1969-04-19,Brenda Lee,55,41,41,11,e9c751f4-8eeb-4f92-b263-e40f2d022a6d
Nothing But A Heartache,1969-04-19,The Flirtations,56,59,56,7,04a0ecb3-6d33-4ebd-9db3-407a0ab1ac1d
Playgirl,1969-04-19,Thee Prophets,57,49,49,7,c54dce1c-0bf3-4a25-9a39-69785655dae2
More Today Than Yesterday,1969-04-19,Spiral Starecase,58,69,58,3,7afd8d66-9701-4639-ac84-2d49993a1e83
Ice Cream Song,1969-04-19,The Dynamics,59,62,59,5,433e88bf-ee63-47a7-a7ce-31fc676666eb
Grazing In The Grass,1969-04-19,The Friends Of Distinction,65,73,65,3,100e8bed-86f0-4d75-9c5a-29081706ccfc
The River Is Wide,1969-04-19,The Grass Roots,66,87,66,2,65290b68-0d74-49ca-a531-a4ed7ccfd52e
Buying A Book,1969-04-19,Joe Tex,67,78,67,2,368b9c7d-1a24-4a09-99df-c7fd42e5863b
Badge,1969-04-19,Cream,68,76,68,3,6db7cc1b-6383-4de1-9772-0b6ed97a206a
Foolish Fool,1969-04-19,Dee Dee Warwick,69,70,69,5,524cda5a-363a-4e6e-8912-fd28ff748f1a
Happy Heart,1969-04-19,Andy Williams,70,75,70,2,92e90c66-a041-41a2-b2d9-668ecb349bb4
"Move In A Little Closer, Baby",1969-04-19,Mama Cass,71,58,58,6,1ab470b3-af76-4a14-9bd2-5ce6a2534446
Seattle,1969-04-19,Perry Como,72,82,72,2,19ad2461-cecf-40e2-9ad0-e3624d00c087
Where Do You Go To (My Lovely),1969-04-19,Peter Sarstedt,73,74,73,3,44d8a546-0d52-4bc1-8a36-ec3bfa9708d6
I Can't See Myself Leaving You,1969-04-19,Aretha Franklin,74,,74,1,a83fc587-190d-4d91-a4d1-950e31497314
When You Dance,1969-04-19,Jay & The Americans,76,89,76,3,78fae304-7a16-4cab-b5a5-35553fba0a68
Love Is All I Have To Give,1969-04-19,"The Checkmates, Ltd.",77,83,77,3,917efb7d-3bbc-4a83-9547-71423342a740
Happy Heart,1969-04-19,Petula Clark,79,84,79,2,418e5cf0-883a-4a28-b81a-ea0447cecbb4
Tracks Of My Tears,1969-04-19,Aretha Franklin,82,71,71,6,970e0c60-039f-48c4-af8a-5e7ece8847f2
Morning Girl,1969-04-19,The Neon Philharmonic,83,86,83,3,493fd4e8-534d-40c0-bc96-f51c47e3f7f4
Back In The U.S.S.R.,1969-04-19,Chubby Checker,84,85,84,3,dd5efa6d-ab70-4fdd-9374-c679aae43be0
Earth Angel (Will You Be Mine),1969-04-19,The Vogues,85,,85,1,72bbdd5d-7bb4-4b7b-af10-8c3e51a047db
Goodbye,1969-04-19,Mary Hopkin,86,,86,1,e2ad9dfa-ce6b-4833-aef5-3db4bf3c8210
(We've Got) Honey Love,1969-04-19,Martha Reeves & The Vandellas,87,,87,1,2cfa9f0f-9815-480c-8568-9e580c05dcbd
Any Day Now,1969-04-19,Percy Sledge,88,92,88,2,3a98a850-02aa-40d3-a226-c9921715d2fb
I've Been Hurt,1969-04-19,Bill Deal & The Rhondels,89,,89,1,5e123fc4-019f-4794-9a05-b0614dfcee99
A Million To One,1969-04-19,Brian Hyland,90,90,90,3,f62efd8f-6879-43c8-b994-d0039e2187b0
Breakfast In Bed,1969-04-19,Dusty Springfield,91,91,91,2,a02aca83-b3c1-4bdc-b567-db1279bc74f8
There Never Was A Time,1969-04-19,Jeannie C. Riley,93,77,77,4,220d914b-8a7e-4b22-8e1c-f5fff66f8a57
Singing My Song,1969-04-19,Tammy Wynette,94,100,94,2,1b8df7b6-3f9a-4a07-a1d0-768a8cbda791
Rhythm Of The Rain,1969-04-19,Gary Lewis And The Playboys,95,97,95,3,d56241a0-f0df-4c91-9a52-bdfddca0bf16
Sorry Suzanne,1969-04-19,The Hollies,96,,96,1,4c76a4b8-0f09-4d56-aa0c-efe977d73745
It's A Groovy World!,1969-04-19,The Unifics,97,98,97,2,6d99ef0e-ed28-4ff1-a810-df649ed9d847
I Can't Do Enough,1969-04-19,The Dells,98,99,98,2,0d52ffd1-8a4d-437c-a66b-74e4cb484389
I'm A Drifter,1969-04-19,Bobby Goldsboro,99,,99,1,d314e765-5534-4488-8cf4-975bfa42fbe1
July You're A Woman,1969-04-19,Pat Boone,100,,100,1,a53d8058-ce97-4d3d-8d5c-b733977181f7
Aquarius/Let The Sunshine In (The Flesh Failures),1969-04-26,The 5th Dimension,1,1,1,8,c24ce1a9-d33c-4b3f-aa65-5d4465f0642e
You've Made Me So Very Happy,1969-04-26,"Blood, Sweat & Tears",2,2,2,9,6d0a0631-bf06-451c-b40c-a189e27a89e1
It's Your Thing,1969-04-26,The Isley Brothers,3,3,3,7,af06f6d0-24b2-4750-b065-2c5ae7f47fad
Hair,1969-04-26,The Cowsills,4,7,4,7,7d818964-8e3b-40ec-a47f-51ea33cf5b21
Only The Strong Survive,1969-04-26,Jerry Butler,5,4,4,9,d695aea3-2aef-486b-8bfd-5d99095294f2
Twenty-Five Miles,1969-04-26,Edwin Starr,6,8,6,11,1c5e5b6f-0f14-42d9-bd23-f1e02c164f1e
Do Your Thing,1969-04-26,The Watts 103rd Street Rhythm Band,11,13,11,13,5b40239d-a50d-4c55-8b52-875ac03b8d42
Time Of The Season,1969-04-26,The Zombies,12,9,3,12,5efa0ab3-d9e3-4097-9898-346f7d41a762
Hawaii Five-O,1969-04-26,The Ventures,13,17,13,8,147ac930-8e4f-4b5c-87d1-a1e96dee486f
Gimme Gimme Good Lovin',1969-04-26,Crazy Elephant,14,14,14,9,33026502-ef73-464e-8c55-9b89a4993757
Don't Give In To Him,1969-04-26,Gary Puckett And The Union Gap,15,15,15,7,76f65005-37b3-4926-82aa-7c69cf653912
The Boxer,1969-04-26,Simon & Garfunkel,16,20,16,3,dd5ebe8d-3961-4b48-97bc-6653c2fa31f5
Rock Me,1969-04-26,Steppenwolf,17,10,10,9,c21f8683-b8c1-44f4-aa2d-12cdeab76639
The Chokin' Kind,1969-04-26,Joe Simon,18,21,18,6,e2b943cd-575b-4fcc-b2f3-87b5aca426d0
"Run Away Child, Running Wild",1969-04-26,The Temptations,19,11,6,11,aea60881-a6bd-4057-8a5b-a07323e89616
Traces,1969-04-26,Classics IV Featuring Dennis Yost,20,16,2,12,2238e88c-f339-4b31-88cf-c10354a5d6bc
Brother Love's Travelling Salvation Show,1969-04-26,Neil Diamond,22,26,22,10,6b409f05-dc35-4168-85c8-de438de5cff8
Proud Mary,1969-04-26,Creedence Clearwater Revival,23,19,2,14,d6f83026-d97d-44bd-9088-7a7ee4c99489
I Can Hear Music,1969-04-26,The Beach Boys,24,32,24,8,e0c4be2b-f033-4d1b-b757-0db49bca02f9
Atlantis,1969-04-26,Donovan,25,52,25,4,f644d544-3cce-4e43-bfa5-de29943538e3
Mercy,1969-04-26,Ohio Express,31,41,31,5,2b51107e-8229-4c88-8908-8e7ce45888cd
The Composer,1969-04-26,Diana Ross & The Supremes,32,53,32,2,f59bc6b9-3b44-4e65-be2d-2278b781340a
Snatching It Back,1969-04-26,Clarence Carter,33,31,31,9,c0ce451e-c9f6-4b74-8e4c-0c179809743b
I Can't See Myself Leaving You,1969-04-26,Aretha Franklin,34,74,34,2,a83fc587-190d-4d91-a4d1-950e31497314
These Eyes,1969-04-26,The Guess Who,35,61,35,4,7a1c1388-cb0e-4b86-8ab1-eef70c8844aa
Grazing In The Grass,1969-04-26,The Friends Of Distinction,36,65,36,4,100e8bed-86f0-4d75-9c5a-29081706ccfc
First Of May,1969-04-26,Bee Gees,37,37,37,6,1579f5ec-b81b-40bc-b6bc-3af4ab2499d8
Don't Touch Me,1969-04-26,Bettye Swann,38,38,38,8,07a4ef29-961c-4933-ab11-460e12bec6ab
Will You Be Staying After Sunday,1969-04-26,The Peppermint Rainbow,39,39,39,11,b3eeebb8-36b8-4646-9fd7-4c919c02eabb
